cell_channel,protein_role,puncta_channel,puncta_id,pixel_count,mean_intensity,max_intensity,centroid_x_um,centroid_y_um,centroid_z_um,centroid_inside_cell_flag,overlap_fraction_in_cell_pct,surface_distance_um,inside_mesh_flag,within_surface_threshold_flag,display_threshold_pass_flag,classification
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3185,11,0,0,343,290,38,True,100,3,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3187,35,0,0,351,294,37,True,94,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3188,31,0,0,400,293,39,False,3,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3189,2,0,0,386,293,37,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3190,21,0,0,263,298,38,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3192,170,0,0,290,305,38,False,58,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3193,248,0,0,299,307,40,True,100,1,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3197,5,0,0,292,308,37,True,100,2,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3198,51,0,0,291,311,39,True,100,3,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3204,2,0,0,335,335,37,True,100,1,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3205,98,0,0,257,338,39,False,1,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3206,1880,0,0,264,340,43,True,30,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3211,6,0,0,374,355,38,True,100,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3213,151,0,0,370,358,39,True,42,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3218,670,0,0,281,367,42,True,34,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3219,186,0,0,377,368,39,True,46,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3222,46,0,0,350,379,38,True,100,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3226,46,0,0,286,391,39,False,9,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3227,7,0,0,323,393,38,False,29,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3233,820,0,0,305,408,42,False,37,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3236,568,0,0,443,113,44,True,22,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3243,1225,0,0,448,156,43,True,37,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3249,4,0,0,473,201,38,True,75,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3263,3,0,0,408,218,38,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3271,103,0,0,294,229,40,True,71,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3275,7,0,0,298,235,38,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3276,145,0,0,402,237,41,True,81,1,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3280,305,0,0,407,239,41,False,30,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3282,189,0,0,464,239,41,False,22,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3283,133,0,0,383,244,40,True,53,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3284,17,0,0,434,245,39,True,100,1,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3286,11,0,0,316,246,38,True,100,1,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3287,22,0,0,416,251,39,True,41,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3290,19,0,0,335,258,39,False,37,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3292,647,0,0,514,262,42,True,40,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3293,460,0,0,385,264,40,True,100,3,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3294,6,0,0,313,262,38,True,100,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3299,109,0,0,355,264,41,True,100,2,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3301,33,0,0,506,264,40,True,82,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3303,12,0,0,373,267,38,True,100,2,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3304,22,0,0,369,268,39,True,100,4,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3308,21,0,0,298,271,40,True,71,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3310,107,0,0,295,272,40,False,36,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3311,555,0,0,256,275,40,True,49,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3312,59,0,0,266,275,39,True,63,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3313,148,0,0,251,276,41,True,50,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3315,44,0,0,371,279,39,True,100,1,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3317,143,0,0,285,280,40,True,96,1,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3319,566,0,0,237,284,42,True,24,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3322,118,0,0,292,292,40,True,100,2,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3323,21,0,0,369,292,39,True,81,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3328,380,0,0,345,302,41,True,67,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3329,1,0,0,311,302,38,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3330,36,0,0,292,303,39,True,83,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3334,16,0,0,293,308,38,True,100,3,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3337,20,0,0,292,317,39,True,95,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3343,388,0,0,303,335,44,True,32,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3354,157,0,0,360,354,40,False,28,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3355,37,0,0,347,355,39,False,11,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3362,94,0,0,343,363,40,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3370,381,0,0,282,381,41,False,7,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3375,174,0,0,237,383,40,False,32,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3378,80,0,0,314,388,40,False,18,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3380,443,0,0,323,389,42,False,19,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3382,25,0,0,299,403,38,False,20,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3384,5,0,0,323,406,38,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3386,43,0,0,322,408,39,False,2,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3390,548,0,0,275,416,44,False,8,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3392,759,0,0,247,422,43,False,43,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3398,345,0,0,425,126,43,True,85,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3403,114,0,0,418,144,41,False,13,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3409,9,0,0,419,192,39,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3414,4,0,0,410,210,39,True,25,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3424,24,0,0,444,225,40,True,92,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3426,19,0,0,401,226,40,True,100,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3427,12,0,0,471,226,39,True,75,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3431,35,0,0,316,233,41,False,11,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3434,257,0,0,292,235,43,True,47,1,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3436,1,0,0,445,236,39,True,100,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3439,178,0,0,283,241,41,True,43,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3440,191,0,0,278,242,42,False,15,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3446,20,0,0,315,249,40,True,100,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3449,119,0,0,402,252,41,False,29,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3451,61,0,0,503,253,41,True,44,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3452,62,0,0,266,254,41,False,11,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3455,440,0,0,294,263,44,False,35,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3456,470,0,0,310,261,42,True,61,1,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3460,1205,0,0,342,265,46,True,42,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3461,11,0,0,347,266,40,True,100,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3463,196,0,0,501,268,42,True,70,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3464,2,0,0,279,269,39,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3466,96,0,0,415,274,42,False,5,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3467,112,0,0,335,275,41,False,4,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3468,2,0,0,410,275,39,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3471,15,0,0,247,278,39,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3479,3,0,0,364,284,39,True,100,2,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3480,657,0,0,245,286,45,True,24,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3481,177,0,0,233,287,41,False,25,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3487,1237,0,0,305,296,44,False,67,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3493,39,0,0,355,308,40,False,15,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3494,10927,0,0,381,312,56,False,31,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3498,930,0,0,257,315,44,False,26,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3499,109,0,0,336,318,41,True,83,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3500,18,0,0,372,334,40,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3501,15,0,0,377,340,39,False,13,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3508,2875,0,0,232,349,49,True,48,1,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3510,3761,0,0,232,358,48,False,31,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3512,21,0,0,397,364,40,False,48,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3517,857,0,0,286,371,45,False,35,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3518,9,0,0,392,372,39,True,100,2,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3520,15,0,0,391,377,40,False,27,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3526,348,0,0,322,384,42,False,29,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3529,3,0,0,299,395,39,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3530,2,0,0,322,396,39,True,100,1,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3531,7,0,0,302,407,39,False,14,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3532,584,0,0,297,414,43,False,11,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3538,147,0,0,255,422,40,True,37,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3539,8,0,0,266,425,39,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3541,31,0,0,268,428,40,True,42,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3544,193,0,0,240,438,42,False,10,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3551,183,0,0,417,146,43,True,54,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3553,139,0,0,449,162,43,False,12,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3560,1,0,0,469,205,40,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3566,160,0,0,482,213,42,False,1,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3574,4,0,0,307,232,40,True,100,1,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3581,18,0,0,416,245,41,True,100,1,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3586,24,0,0,247,260,40,True,50,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3587,1,0,0,373,260,40,True,100,1,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3589,1,0,0,240,262,40,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3591,125,0,0,277,267,41,True,90,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3592,7,0,0,309,266,40,True,100,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3593,195,0,0,383,268,43,True,73,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3594,4,0,0,335,268,40,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3597,5,0,0,407,272,40,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3598,86,0,0,276,274,41,True,100,2,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3599,386,0,0,224,274,45,True,35,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3600,6,0,0,370,275,40,True,100,3,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3602,60,0,0,258,278,41,True,83,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3603,94,0,0,326,278,42,False,22,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3606,23,0,0,225,283,41,False,9,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3607,581,0,0,213,284,45,True,39,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3610,40,0,0,273,286,40,True,75,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3611,34,0,0,287,285,41,True,68,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3613,2,0,0,346,288,40,True,100,6,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3619,17,0,0,287,308,41,True,94,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3620,8,0,0,293,309,40,True,100,3,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3621,319,0,0,402,309,43,False,30,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3623,446,0,0,278,312,45,False,43,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3625,6,0,0,289,312,40,True,100,3,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3628,80,0,0,324,324,42,False,25,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3629,109,0,0,276,332,41,False,18,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3630,82,0,0,303,332,42,True,43,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3631,297,0,0,320,332,42,True,73,1,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3634,425,0,0,299,341,44,False,29,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3637,1,0,0,395,342,40,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3639,223,0,0,398,343,43,True,39,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3641,351,0,0,396,349,42,True,79,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3645,298,0,0,339,359,44,False,23,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3649,457,0,0,394,369,43,True,39,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3650,73,0,0,245,370,42,False,18,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3654,99,0,0,331,384,42,True,36,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3655,975,0,0,319,390,44,True,61,1,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3656,3,0,0,333,390,40,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3657,280,0,0,336,391,43,False,5,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3672,109,0,0,441,115,43,False,44,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3673,5,0,0,442,118,41,False,40,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3677,22275,0,0,419,197,56,False,30,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3680,1080,0,0,472,202,49,False,5,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3685,2,0,0,419,227,41,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3696,147,0,0,398,239,43,True,61,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3697,565,0,0,291,242,44,True,71,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3698,364,0,0,326,245,43,False,13,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3699,319,0,0,292,247,43,True,81,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3700,55,0,0,305,247,42,True,42,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3702,24,0,0,320,252,42,True,92,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3708,214,0,0,251,266,44,False,32,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3711,3,0,0,347,278,41,True,100,4,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3713,736,0,0,252,279,45,True,52,1,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3722,34,0,0,251,282,42,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3730,676,0,0,282,294,44,False,23,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3731,667,0,0,275,297,45,False,15,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3733,557,0,0,339,302,46,True,89,2,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3734,2,0,0,273,304,41,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3739,228,0,0,344,306,43,False,37,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3742,2035,0,0,263,309,46,False,25,0,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3743,7,0,0,357,313,41,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3747,494,0,0,356,326,48,False,25,1,False,True,True,surface_shell
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3757,173,0,0,385,350,43,True,94,1,True,False,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3758,60,0,0,395,352,44,True,35,0,True,True,True,inside_mesh
Channel 1 mask,Protein 1,Mul(Channel 2)_xMask(Channel 2 mask),3759,76,0,0,369,354,43,False,47,0,False,True,True,surface_shell
