channel_a,channel_b,puncta_id_a,puncta_id_b,match_mode,centroid_distance_um,voxel_overlap_fraction_min_object_pct,pixel_count_a,pixel_count_b,mean_intensity_a,max_intensity_a,mean_intensity_b,max_intensity_b,centroid_x_a_um,centroid_y_a_um,centroid_z_a_um,centroid_x_b_um,centroid_y_b_um,centroid_z_b_um,inside_mesh_flag_a,inside_mesh_flag_b,within_surface_threshold_flag_a,within_surface_threshold_flag_b
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2715,6295,centroid_distance,0,,1,1,6687,6687,1,1,91,57,16,91,57,16,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2789,6449,centroid_distance,0,,3,5,8815,9519,1,1,51,73,16,51,73,16,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1922,4954,centroid_distance,0,,8,5,7341,9375,1,1,86,42,13,86,42,13,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1690,4549,centroid_distance,0,,9,6,6229,7591,1,1,51,80,12,51,80,12,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2112,5276,centroid_distance,0,,273,419,10176,40383,1,1,86,62,14,86,62,14,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2944,6786,centroid_distance,0,,5,7,7302,9151,1,1,65,91,17,65,91,17,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1371,3718,centroid_distance,0,,1,8,4299,4299,1,1,69,53,10,69,53,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2983,6762,centroid_distance,0,,8,34,11980,23839,1,1,62,80,18,62,80,18,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),90,200,centroid_distance,0,,4,1,5255,5983,1,1,103,48,4,103,48,4,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1397,3940,centroid_distance,0,,76,2,10450,21007,1,1,79,62,11,79,62,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),641,1438,centroid_distance,0,,37,92,10189,20079,1,1,83,42,8,83,43,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1722,4853,centroid_distance,0,,440,142,9344,28879,1,1,52,55,13,52,55,13,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2672,6209,centroid_distance,0,,421,412,8420,17087,1,1,88,67,16,88,67,16,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1085,2897,centroid_distance,0,,10,6,12301,17471,1,1,65,53,9,65,53,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1230,3255,centroid_distance,0,,54,158,9845,14823,1,1,91,19,10,91,19,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),378,923,centroid_distance,0,,5,5,9042,10647,1,1,82,63,6,82,63,6,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),860,2242,centroid_distance,0,,6,1,5708,8007,1,1,66,75,8,66,76,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1373,4269,centroid_distance,0,,280,8,8856,22303,1,1,102,54,11,102,54,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),276,605,centroid_distance,0,,9,5,8401,11463,1,1,87,36,6,87,37,6,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),993,2828,centroid_distance,0,,70,7,8127,13255,1,1,75,42,9,75,42,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2626,5886,centroid_distance,0,,31,196,9907,16383,1,1,54,70,16,54,70,16,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),618,1393,centroid_distance,0,,16,147,12278,21343,1,1,52,90,8,52,90,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),656,1677,centroid_distance,0,,221,207,11623,46143,1,1,70,52,8,70,52,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1528,4148,centroid_distance,0,,128,152,9455,21647,1,1,78,68,11,78,68,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),142,306,centroid_distance,0,,4,6,9481,12359,1,1,92,36,5,92,36,5,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2514,5951,centroid_distance,0,,27,18,8247,11143,1,1,81,43,15,81,43,15,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),461,1451,centroid_distance,0,,208,126,9906,31119,1,1,61,44,8,61,44,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2905,6807,centroid_distance,0,,332,155,8812,17887,1,1,92,49,18,92,49,18,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),279,727,centroid_distance,0,,24,1,11810,37087,1,1,75,38,6,75,38,6,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1997,5329,centroid_distance,0,,251,26,10344,37567,1,1,64,89,13,64,89,14,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),23,68,centroid_distance,0,,120,23,9627,21119,1,1,56,42,4,56,42,4,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),744,1925,centroid_distance,0,,2,20,6717,6831,1,1,90,59,8,91,60,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1797,4855,centroid_distance,0,,267,39,8558,17903,1,1,76,56,13,76,56,13,True,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),36,96,centroid_distance,0,,139,17,10887,26447,1,1,87,58,4,87,58,4,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1529,4150,centroid_distance,0,,4,35,8345,10679,1,1,63,69,11,63,69,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),620,1782,centroid_distance,0,,233,81,10368,33535,1,1,51,91,8,51,92,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2389,5723,centroid_distance,0,,70,90,8862,17135,1,1,83,52,15,83,52,15,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1475,3632,centroid_distance,0,,30,161,10018,14751,1,1,65,81,11,65,81,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3164,7295,centroid_distance,0,,30,3,10872,19071,1,1,87,82,19,87,82,19,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),564,1420,centroid_distance,0,,569,904,8939,23823,1,1,85,36,8,85,36,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),45,136,centroid_distance,0,,73,4,7439,14311,1,1,103,48,4,103,48,4,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2692,5911,centroid_distance,0,,1,135,14519,14519,1,1,59,79,16,58,79,16,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1506,4109,centroid_distance,0,,119,39,9961,17807,1,1,55,55,11,55,55,11,True,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),77,175,centroid_distance,0,,110,32,8101,12959,1,1,61,42,4,62,42,5,True,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1272,3232,centroid_distance,0,,6,12,7901,9447,1,1,80,81,10,80,81,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3487,7688,centroid_distance,0,,14,67,8693,13127,1,1,76,73,23,75,73,23,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2731,5290,centroid_distance,0,,4,4396,11205,12199,1,1,58,68,16,58,68,16,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),280,613,centroid_distance,0,,824,199,10092,38271,1,1,99,38,7,99,38,7,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3272,7372,centroid_distance,0,,59,26,9270,19199,1,1,69,56,20,69,56,20,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1925,4828,centroid_distance,0,,156,341,9641,27839,1,1,91,45,13,91,45,13,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2914,6600,centroid_distance,0,,73,132,10006,19103,1,1,91,61,18,91,61,17,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2301,5692,centroid_distance,0,,303,137,12388,65535,1,1,97,28,15,97,28,15,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1865,4879,centroid_distance,0,,4,7,11519,12223,1,1,79,62,13,79,62,13,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3122,7122,centroid_distance,0,,3,15,8216,8535,1,1,87,74,19,87,74,19,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1298,3297,centroid_distance,0,,22,64,10003,14751,1,1,74,43,10,74,43,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1544,4004,centroid_distance,0,,109,221,9263,16231,1,1,55,86,11,54,86,12,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2426,5778,centroid_distance,0,,56,12,10242,14807,1,1,53,75,15,53,75,15,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3399,7496,centroid_distance,0,,1,77,8223,8223,1,1,69,87,21,69,87,21,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2230,5468,centroid_distance,0,,14,29,10542,12663,1,1,91,43,14,91,43,14,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),694,1801,centroid_distance,0,,55,11,8035,13479,1,1,87,29,8,87,29,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2872,6518,centroid_distance,0,,2,49,6325,7355,1,1,84,71,17,84,71,17,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),245,487,centroid_distance,0,,187,67,10576,29471,1,1,52,40,6,52,40,6,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1453,2911,centroid_distance,0,,5,1212,8185,9519,1,1,58,55,11,58,55,11,True,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),857,2219,centroid_distance,0,,5,78,9233,18719,1,1,72,67,8,72,67,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),660,1711,centroid_distance,0,,45,192,9841,19087,1,1,99,59,8,99,59,8,False,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2609,6091,centroid_distance,0,,27,6,9944,14391,1,1,67,63,16,67,63,16,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3081,6982,centroid_distance,0,,31,29,9001,12639,1,1,77,85,18,78,85,18,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2043,5284,centroid_distance,0,,506,707,9008,22255,1,1,72,65,15,72,65,15,True,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),310,554,centroid_distance,0,,94,79,10432,32127,1,1,64,66,6,64,66,6,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2263,5518,centroid_distance,0,,54,113,8856,18319,1,1,77,63,14,77,63,15,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),532,1064,centroid_distance,0,,9,82,12577,17727,1,1,77,59,7,77,59,7,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),600,1528,centroid_distance,0,,35,37,9550,13895,1,1,72,61,8,72,61,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3137,7168,centroid_distance,0,,3,18,6071,8455,1,1,87,38,19,87,38,19,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2206,5543,centroid_distance,0,,91,45,8808,14791,1,1,61,74,14,61,75,14,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),71,1412,centroid_distance,0,,13374,12,9661,60831,1,1,75,31,7,75,31,7,False,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1969,5537,centroid_distance,0,,2298,48,10403,54527,1,1,57,74,14,57,74,14,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),569,1432,centroid_distance,0,,79,81,9036,16863,1,1,67,42,8,67,42,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),849,2193,centroid_distance,0,,1,39,6563,6563,1,1,88,63,8,88,63,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1250,3345,centroid_distance,0,,30,37,10631,16207,1,1,56,53,10,56,53,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1246,3336,centroid_distance,0,,356,468,11034,41567,1,1,69,52,10,69,52,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1846,4980,centroid_distance,0,,74,12,9843,21935,1,1,75,53,13,75,54,13,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2227,5340,centroid_distance,0,,1,4,11031,11031,1,1,90,39,14,90,39,14,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2338,5975,centroid_distance,0,,104,5,10459,18607,1,1,71,59,15,71,59,15,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),835,2462,centroid_distance,0,,153,36,8443,22399,1,1,88,61,9,87,61,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),563,1259,centroid_distance,0,,298,689,9080,24287,1,1,79,36,8,79,36,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1627,4385,centroid_distance,0,,1,3,7675,7675,1,1,82,28,12,82,28,12,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3299,7414,centroid_distance,0,,1,1,6091,6091,1,1,90,47,20,89,47,20,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),322,737,centroid_distance,0,,2,3,7627,7747,1,1,60,40,6,60,41,6,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1651,4441,centroid_distance,0,,110,214,10380,19967,1,1,105,53,12,105,53,12,True,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2061,4916,centroid_distance,0,,2,89,7765,8935,1,1,64,77,13,64,77,13,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),150,243,centroid_distance,0,,116,147,10046,24095,1,1,58,41,5,58,41,5,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2291,5569,centroid_distance,0,,130,241,11453,25167,1,1,57,84,15,57,85,15,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3287,7444,centroid_distance,0,,64,36,9505,19519,1,1,83,82,20,83,82,20,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1293,3284,centroid_distance,0,,1,33,9303,9303,1,1,80,40,10,80,40,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2782,6330,centroid_distance,0,,6,10,12652,15063,1,1,85,70,16,85,70,16,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),548,2546,centroid_distance,0,,6056,20,9404,49343,1,1,63,81,9,63,81,9,False,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1135,3235,centroid_distance,0,,106,1,9488,15959,1,1,69,82,10,69,82,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),639,1619,centroid_distance,0,,260,157,10566,48223,1,1,63,42,8,63,42,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1118,2501,centroid_distance,0,,2,41,8185,8927,1,1,71,65,9,71,65,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2737,6625,centroid_distance,0,,156,17,9475,26127,1,1,53,70,17,53,70,17,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),473,1170,centroid_distance,0,,248,330,9846,28767,1,1,75,50,7,76,50,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1232,3667,centroid_distance,0,,653,53,9402,33311,1,1,83,35,10,83,35,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1160,3286,centroid_distance,0,,84,20,9848,25103,1,1,79,40,10,79,40,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),681,1762,centroid_distance,0,,2,29,5401,6119,1,1,64,76,8,64,76,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),753,1951,centroid_distance,0,,106,259,10089,36255,1,1,46,64,8,46,64,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),745,1928,centroid_distance,0,,31,262,9237,16847,1,1,91,60,8,91,60,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2442,5794,centroid_distance,0,,4,168,7264,10671,1,1,85,85,15,85,85,15,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2804,6383,centroid_distance,0,,415,525,8259,17807,1,1,85,31,17,85,31,17,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1904,4809,centroid_distance,0,,190,327,9443,26575,1,1,57,89,13,57,89,13,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2690,6244,centroid_distance,0,,11,11,7995,12167,1,1,68,78,16,68,78,16,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1926,4964,centroid_distance,0,,1,4,8671,8671,1,1,79,48,13,79,48,13,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),497,1759,centroid_distance,0,,410,2,9982,41087,1,1,57,74,8,57,74,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2792,6464,centroid_distance,0,,42,63,8919,14015,1,1,79,77,16,79,77,17,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),746,1930,centroid_distance,0,,230,142,8901,22511,1,1,91,61,8,91,61,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),311,566,centroid_distance,0,,7,34,13150,16183,1,1,70,69,6,70,69,6,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2884,6679,centroid_distance,0,,820,206,8354,23311,1,1,78,89,18,79,89,18,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),991,3064,centroid_distance,0,,160,6,8822,16463,1,1,82,39,9,82,39,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1636,4418,centroid_distance,0,,33,98,11939,18207,1,1,93,47,12,93,47,12,True,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),454,989,centroid_distance,0,,230,139,9410,26735,1,1,52,41,7,52,41,7,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1050,2771,centroid_distance,0,,110,215,9806,22223,1,1,55,91,9,55,91,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),89,133,centroid_distance,0,,1,4,7027,7027,1,1,103,48,4,103,48,4,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3385,7463,centroid_distance,0,,11,168,7661,11991,1,1,70,56,21,70,56,21,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2246,5612,centroid_distance,0,,66,7,9629,26671,1,1,76,56,14,76,56,14,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3111,7019,centroid_distance,0,,4,44,10481,11567,1,1,85,62,19,84,61,19,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1179,3127,centroid_distance,0,,29,20,9890,16127,1,1,101,54,10,101,54,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),277,478,centroid_distance,0,,575,878,9856,38079,1,1,73,37,6,73,37,6,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),37,57,centroid_distance,0,,405,809,9916,26591,1,1,86,59,4,86,58,4,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2364,5895,centroid_distance,0,,139,89,9356,17327,1,1,50,73,15,50,73,15,True,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),293,629,centroid_distance,0,,27,49,10766,16591,1,1,70,43,6,70,43,6,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),794,2056,centroid_distance,0,,124,23,9198,16447,1,1,66,42,9,66,42,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1303,3693,centroid_distance,0,,42,49,8733,16991,1,1,57,47,10,57,47,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1134,3008,centroid_distance,0,,45,103,8389,21807,1,1,67,82,9,67,82,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),477,3539,centroid_distance,0,,6704,3,9255,43263,1,1,71,54,10,71,54,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),965,3222,centroid_distance,0,,385,46,10736,51455,1,1,71,78,10,71,78,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1358,4061,centroid_distance,0,,726,19,9495,31535,1,1,62,46,11,61,46,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1649,4432,centroid_distance,0,,48,20,8107,14655,1,1,50,52,12,50,51,12,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2436,5790,centroid_distance,0,,46,333,9969,20143,1,1,40,80,15,40,80,15,False,False,True,True
