channel_a,channel_b,puncta_id_a,puncta_id_b,match_mode,centroid_distance_um,voxel_overlap_fraction_min_object_pct,pixel_count_a,pixel_count_b,mean_intensity_a,max_intensity_a,mean_intensity_b,max_intensity_b,centroid_x_a_um,centroid_y_a_um,centroid_z_a_um,centroid_x_b_um,centroid_y_b_um,centroid_z_b_um,inside_mesh_flag_a,inside_mesh_flag_b,within_surface_threshold_flag_a,within_surface_threshold_flag_b
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1296,2834,centroid_distance,0,,11,323,6731,8631,1,1,85,43,10,85,43,10,True,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1978,4914,centroid_distance,0,,13,288,10063,14535,1,1,47,77,13,47,77,13,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1304,3701,centroid_distance,0,,32,4,9407,12983,1,1,67,48,10,66,48,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2830,5898,centroid_distance,0,,28,1267,8923,13007,1,1,47,73,17,47,73,17,False,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2109,5630,centroid_distance,0,,935,486,10184,47583,1,1,55,60,15,55,60,15,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2302,6043,centroid_distance,0,,321,82,8868,22639,1,1,96,29,15,96,30,16,True,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3252,7282,centroid_distance,0,,25,4,10556,17471,1,1,68,77,19,68,77,19,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2517,5600,centroid_distance,0,,14,172,11292,14951,1,1,58,51,15,58,51,15,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1678,4517,centroid_distance,0,,564,127,9339,24959,1,1,49,72,12,49,71,12,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2825,6732,centroid_distance,0,,350,9,9384,30319,1,1,55,68,17,55,68,17,False,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3423,7606,centroid_distance,0,,62,70,9488,14359,1,1,77,90,22,77,90,22,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),568,1832,centroid_distance,0,,18,1,9861,12799,1,1,83,41,8,84,41,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3113,7202,centroid_distance,0,,5,1,10322,12967,1,1,76,65,19,76,65,19,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),610,1567,centroid_distance,0,,540,1749,8602,20927,1,1,60,79,8,60,79,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1559,4394,centroid_distance,0,,125,125,8457,14263,1,1,89,37,12,88,37,12,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),752,1533,centroid_distance,0,,149,867,9132,22175,1,1,48,62,8,47,62,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2340,5503,centroid_distance,0,,21,10,10326,17983,1,1,53,60,14,53,60,14,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3208,7362,centroid_distance,0,,25,1,9798,16431,1,1,87,35,19,87,35,20,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1037,2984,centroid_distance,0,,29,34,10714,16943,1,1,75,73,9,75,73,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1159,2817,centroid_distance,0,,1,3,7463,7463,1,1,98,39,10,98,39,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),571,1436,centroid_distance,0,,2,5,6383,7047,1,1,55,42,7,55,43,7,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),619,1582,centroid_distance,0,,1257,436,9576,42175,1,1,52,90,8,52,90,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2795,6467,centroid_distance,0,,20,16,8228,18671,1,1,77,78,16,77,78,16,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2619,6431,centroid_distance,0,,421,174,9781,23199,1,1,64,67,17,64,67,17,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2174,5358,centroid_distance,0,,1,16,5815,5815,1,1,65,53,14,65,53,14,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),773,2267,centroid_distance,0,,3,4,11588,11847,1,1,52,92,8,52,92,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2538,6202,centroid_distance,0,,211,6,10303,31599,1,1,72,62,16,72,62,16,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),654,1673,centroid_distance,0,,54,21,10383,20543,1,1,63,51,8,63,51,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),302,348,centroid_distance,0,,2,69,5385,5635,1,1,101,50,6,101,50,5,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1070,2609,centroid_distance,0,,10,4,10808,15543,1,1,60,45,9,60,45,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2651,6053,centroid_distance,0,,60,65,11644,28591,1,1,92,43,16,92,43,16,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),252,193,centroid_distance,0,,136,519,8931,17039,1,1,56,45,6,56,45,5,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),261,545,centroid_distance,0,,92,47,9303,28079,1,1,82,60,5,82,61,6,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1820,5198,centroid_distance,0,,223,31,10629,38143,1,1,68,85,13,68,85,13,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),314,816,centroid_distance,0,,13,2,10610,13383,1,1,70,74,6,70,74,6,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),875,2810,centroid_distance,0,,280,3,9899,23215,1,1,79,35,10,79,35,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1537,4176,centroid_distance,0,,647,6,9408,30735,1,1,57,78,12,57,78,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3282,7425,centroid_distance,0,,72,70,8865,14455,1,1,77,63,20,77,63,20,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2743,6452,centroid_distance,0,,237,204,9288,21807,1,1,67,74,17,67,74,17,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2328,4863,centroid_distance,0,,4,1742,8003,10399,1,1,50,58,14,50,57,14,True,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3055,6504,centroid_distance,0,,5,1196,11922,16247,1,1,58,59,18,58,59,18,False,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),612,2261,centroid_distance,0,,567,53,9598,45183,1,1,57,82,9,57,83,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),894,2078,centroid_distance,0,,32,3,10120,20639,1,1,59,47,9,59,47,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1631,4578,centroid_distance,0,,735,749,8997,22543,1,1,94,34,13,94,34,13,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1153,3477,centroid_distance,0,,292,5,9204,29519,1,1,77,37,10,77,37,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),913,2140,centroid_distance,0,,4,3,14789,20335,1,1,62,56,9,62,56,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1599,4520,centroid_distance,0,,132,21,10168,29871,1,1,64,73,12,64,73,12,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1679,4523,centroid_distance,0,,141,56,9589,21535,1,1,50,73,12,50,73,12,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),135,289,centroid_distance,0,,23,2,11357,16495,1,1,67,67,4,67,67,4,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1492,5459,centroid_distance,0,,4931,162,10634,49759,1,1,94,32,14,94,32,14,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1705,4940,centroid_distance,0,,340,4,10762,40063,1,1,52,90,12,51,90,13,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2754,6486,centroid_distance,0,,74,11,9939,34079,1,1,55,93,17,55,94,16,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3140,7366,centroid_distance,0,,572,321,8335,37503,1,1,90,43,20,89,43,20,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),421,1163,centroid_distance,0,,146,509,9467,20191,1,1,78,49,7,78,49,8,False,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3371,7491,centroid_distance,0,,1,16,6191,6191,1,1,86,83,21,86,83,20,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),937,3175,centroid_distance,0,,119,4,10419,20191,1,1,53,62,9,54,62,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1348,3830,centroid_distance,0,,123,55,10859,28031,1,1,92,25,11,91,25,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3190,7385,centroid_distance,0,,74,15,9729,17615,1,1,81,65,19,81,65,20,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2384,5704,centroid_distance,0,,770,995,9429,32655,1,1,83,38,16,83,38,16,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1428,3834,centroid_distance,0,,3,2,7084,7739,1,1,78,29,11,79,29,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2677,6108,centroid_distance,0,,18,21,10688,18367,1,1,80,70,16,81,70,16,True,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2254,5499,centroid_distance,0,,27,10,15219,27903,1,1,66,58,14,66,58,14,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),462,634,centroid_distance,0,,5,278,7094,9943,1,1,76,44,7,76,44,7,False,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2194,5395,centroid_distance,0,,148,229,10261,26367,1,1,87,63,14,87,63,14,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1601,4524,centroid_distance,0,,62,15,11503,21231,1,1,70,74,12,70,73,12,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1931,5100,centroid_distance,0,,260,1,9504,26255,1,1,59,52,13,60,51,13,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1596,4326,centroid_distance,0,,36,17,8046,22799,1,1,63,69,11,63,69,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1474,3626,centroid_distance,0,,2,160,8495,9383,1,1,62,78,11,63,78,11,False,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1271,3228,centroid_distance,0,,1,14,8247,8247,1,1,57,80,10,57,80,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3392,7486,centroid_distance,0,,6,70,10413,14047,1,1,74,78,21,74,79,21,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3491,7712,centroid_distance,0,,14,286,9629,13343,1,1,68,67,23,68,67,24,True,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3089,6995,centroid_distance,0,,11,2,9533,13023,1,1,87,38,19,86,38,18,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),859,2240,centroid_distance,0,,14,25,10710,17535,1,1,70,75,8,70,75,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3175,7313,centroid_distance,0,,76,3,10517,25039,1,1,92,50,19,92,49,19,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1137,2553,centroid_distance,0,,1,185,7731,7731,1,1,52,88,9,52,88,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3283,7424,centroid_distance,0,,7,1,10648,14327,1,1,78,63,20,78,63,20,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),471,1159,centroid_distance,0,,4,54,5759,7023,1,1,64,48,7,64,48,7,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),229,576,centroid_distance,0,,23,44,8538,15591,1,1,57,72,5,57,72,6,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),944,2711,centroid_distance,0,,10,34,11785,14383,1,1,56,65,9,56,65,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2637,6150,centroid_distance,0,,48,22,11340,20559,1,1,68,85,16,68,85,16,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2399,5501,centroid_distance,0,,6,43,9566,11047,1,1,77,58,15,77,58,14,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),939,2473,centroid_distance,0,,14,1,10200,17023,1,1,59,63,9,58,62,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),805,2624,centroid_distance,0,,323,78,11140,37631,1,1,107,48,9,107,48,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3073,6460,centroid_distance,0,,28,549,10481,18351,1,1,67,76,18,67,76,18,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1343,3647,centroid_distance,0,,7,131,9870,12631,1,1,56,89,10,56,89,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),981,2273,centroid_distance,0,,5,119,11228,12671,1,1,88,16,9,88,16,9,True,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3189,7384,centroid_distance,0,,21,9,9648,16799,1,1,82,64,19,82,64,20,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2836,6643,centroid_distance,0,,178,54,8886,19119,1,1,70,79,17,70,78,17,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),117,415,centroid_distance,0,,644,40,9712,43551,1,1,63,43,5,63,43,5,True,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),356,733,centroid_distance,0,,10,14,11332,13927,1,1,98,39,6,98,39,6,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1803,4639,centroid_distance,0,,17,196,14474,32623,1,1,59,61,12,59,60,12,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),863,1781,centroid_distance,0,,46,228,10264,16527,1,1,54,87,9,55,87,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1466,3949,centroid_distance,0,,177,25,9760,21487,1,1,81,65,11,81,65,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2250,5492,centroid_distance,0,,746,127,9924,46207,1,1,72,56,15,72,56,15,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),689,952,centroid_distance,0,,26,997,12421,33215,1,1,84,18,8,83,18,8,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3104,6910,centroid_distance,0,,122,453,7901,20495,1,1,94,56,19,94,56,19,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),470,1298,centroid_distance,0,,167,9,9725,27119,1,1,63,48,7,63,48,7,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1667,4302,centroid_distance,0,,36,12,8351,11511,1,1,101,62,12,101,62,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1225,3245,centroid_distance,0,,216,354,9317,29743,1,1,55,85,10,55,85,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1897,4924,centroid_distance,0,,275,297,9921,20671,1,1,47,81,13,47,81,13,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2636,6260,centroid_distance,0,,1521,90,11339,65535,1,1,68,84,16,69,84,16,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2832,6455,centroid_distance,0,,323,236,9576,27471,1,1,79,75,17,79,74,17,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),646,1464,centroid_distance,0,,50,8,9420,15559,1,1,80,46,8,80,46,7,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1942,5127,centroid_distance,0,,53,39,9819,18255,1,1,68,56,13,68,56,14,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1717,4839,centroid_distance,0,,982,12,9422,36255,1,1,68,51,13,67,51,13,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2847,6776,centroid_distance,0,,41,60,10221,23759,1,1,86,84,17,85,84,17,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1563,4059,centroid_distance,0,,1,8,7327,7327,1,1,63,45,11,64,45,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2352,5525,centroid_distance,0,,155,372,9017,18655,1,1,52,67,15,52,67,15,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1356,3471,centroid_distance,0,,82,39,8656,13407,1,1,80,33,11,80,33,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1724,4455,centroid_distance,0,,2,83,11379,12399,1,1,108,56,12,108,55,12,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3256,7346,centroid_distance,0,,3,13,11439,15279,1,1,66,80,19,67,80,20,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2576,6265,centroid_distance,0,,562,242,9253,25631,1,1,59,89,16,59,89,17,True,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1885,5171,centroid_distance,0,,772,68,8893,34943,1,1,57,73,13,57,73,14,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1000,2079,centroid_distance,0,,349,719,8929,30351,1,1,59,48,9,59,48,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1468,2725,centroid_distance,0,,4,256,11167,11831,1,1,79,67,11,79,67,11,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2931,6867,centroid_distance,0,,256,25,8916,20175,1,1,77,82,18,77,82,18,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2842,6862,centroid_distance,0,,372,52,9317,29151,1,1,61,81,17,61,80,18,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2473,5855,centroid_distance,0,,18,2,9743,12207,1,1,48,60,15,49,60,15,True,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1023,2468,centroid_distance,0,,6,54,9248,11799,1,1,99,61,9,99,62,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),354,729,centroid_distance,0,,28,213,7986,11343,1,1,81,38,7,81,39,6,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),239,477,centroid_distance,0,,3,31,10463,10999,1,1,88,36,5,88,37,5,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),603,1353,centroid_distance,0,,3869,487,9129,38943,1,1,50,63,9,50,64,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3432,7561,centroid_distance,0,,237,1903,8546,19199,1,1,77,68,22,76,68,22,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3125,7290,centroid_distance,0,,250,71,9444,29311,1,1,70,79,19,69,80,19,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),355,732,centroid_distance,0,,315,122,9888,30671,1,1,75,38,7,75,39,7,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1182,3128,centroid_distance,0,,37,11,9937,15375,1,1,57,54,10,58,54,10,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),487,1067,centroid_distance,0,,4,36,14983,29855,1,1,77,61,7,77,60,7,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3006,6798,centroid_distance,0,,65,413,9409,18719,1,1,88,43,18,87,43,18,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),565,1423,centroid_distance,0,,1131,1055,9010,36063,1,1,80,37,9,80,38,9,True,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),2874,7051,centroid_distance,0,,1028,13,10524,48095,1,1,66,77,18,66,77,18,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),987,2302,centroid_distance,0,,316,131,9248,23455,1,1,77,36,9,77,35,9,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),1184,4111,centroid_distance,0,,3778,347,9177,35551,1,1,65,55,12,65,55,12,False,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),305,659,centroid_distance,0,,3,6,6940,8831,1,1,72,53,6,72,53,6,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),3431,7648,centroid_distance,0,,119,3,10167,27503,1,1,72,63,22,72,63,22,False,False,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),643,1841,centroid_distance,0,,228,48,9058,35519,1,1,67,44,8,68,43,8,True,True,True,True
Mul(Channel 2)_xMask(Channel 2 mask),Mul(Channel 3 mask)_xMask(Channel 3 mask),556,1601,centroid_distance,0,,684,187,9253,26959,1,1,77,32,9,77,33,8,False,False,True,True
