cell_channel,protein_role,puncta_channel,puncta_id,pixel_count,mean_intensity,max_intensity,centroid_x_um,centroid_y_um,centroid_z_um,centroid_inside_cell_flag,overlap_fraction_in_cell_pct,surface_distance_um,inside_mesh_flag,within_surface_threshold_flag,display_threshold_pass_flag,classification
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3107,1,1,1,76,49,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3108,40,1,1,84,49,10,False,5,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3109,5,1,1,100,49,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3110,16,1,1,88,49,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3111,80,1,1,101,50,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3112,75,1,1,67,50,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3113,3,1,1,69,50,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3114,28,1,1,64,50,10,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3115,30,1,1,50,50,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3116,2,1,1,92,51,10,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3117,37,1,1,94,51,10,True,92,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3118,244,1,1,85,51,10,True,32,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3119,79,1,1,68,51,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3120,338,1,1,65,52,10,False,15,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3121,53,1,1,92,52,10,False,30,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3122,1,1,1,75,52,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3123,2,1,1,79,52,10,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3124,57,1,1,57,53,10,True,54,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3125,279,1,1,78,53,10,False,26,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3126,104,1,1,85,53,10,True,66,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3127,20,1,1,101,54,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3128,11,1,1,58,54,10,False,9,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3129,5,1,1,72,54,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3130,93,1,1,77,54,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3131,53,1,1,66,54,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3132,148,1,1,51,54,10,True,72,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3133,95,1,1,77,55,10,False,4,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3134,9,1,1,85,55,10,False,11,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3135,112,1,1,97,55,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3136,10,1,1,50,55,10,True,50,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3137,3,1,1,81,55,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3138,1709,1,1,58,56,12,True,72,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3139,1991,1,1,48,56,11,False,3,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3140,15,1,1,65,56,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3141,13,1,1,65,56,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3143,8,1,1,75,56,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3144,3,1,1,61,56,10,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3145,14,1,1,75,56,10,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3146,34,1,1,97,56,10,False,18,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3148,15,1,1,104,57,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3149,11,1,1,83,57,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3150,3,1,1,57,57,10,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3151,46,1,1,50,57,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3152,46,1,1,60,57,10,True,54,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3153,18,1,1,71,57,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3154,140,1,1,51,58,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3155,8,1,1,97,58,10,True,50,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3156,5,1,1,88,58,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3157,10,1,1,51,59,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3158,55,1,1,50,59,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3159,1,1,1,76,59,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3160,19,1,1,58,59,10,False,68,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3161,92,1,1,88,59,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3162,384,1,1,64,59,10,False,9,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3163,19,1,1,80,59,10,False,5,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3164,22,1,1,67,59,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3165,534,1,1,103,60,10,False,6,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3166,67,1,1,85,60,10,False,4,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3167,119,1,1,55,60,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3168,1,1,1,63,61,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3169,40,1,1,60,61,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3170,245,1,1,70,61,10,True,47,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3171,302,1,1,65,61,10,False,43,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3172,1,1,1,83,61,10,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3173,16,1,1,88,61,10,False,6,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3174,3,1,1,78,62,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3175,4,1,1,54,62,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3177,1,1,1,70,62,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3178,23,1,1,59,63,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3179,24,1,1,53,63,10,False,38,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3180,14,1,1,72,63,10,True,36,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3181,32,1,1,57,64,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3182,42,1,1,59,64,10,True,98,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3183,210,1,1,58,64,10,True,57,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3184,6,1,1,66,64,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3186,27,1,1,62,64,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3187,89,1,1,68,64,10,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3188,452,1,1,73,65,11,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3189,95,1,1,86,65,10,True,89,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3190,56,1,1,46,65,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3191,12,1,1,64,65,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3192,2,1,1,54,65,10,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3193,118,1,1,72,66,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3194,3,1,1,64,66,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3195,53,1,1,75,67,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3196,11,1,1,71,67,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3197,117,1,1,73,67,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3198,24,1,1,69,67,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3199,12,1,1,56,67,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3200,95,1,1,72,68,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3201,8,1,1,72,68,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3202,1,1,1,65,68,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3203,71,1,1,73,69,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3204,8,1,1,77,69,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3205,1,1,1,77,69,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3206,334,1,1,74,69,11,False,4,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3207,364,1,1,79,69,10,False,20,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3208,290,1,1,66,71,10,False,8,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3209,317,1,1,78,71,10,False,3,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3210,8,1,1,74,71,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3211,33,1,1,62,71,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3212,16,1,1,76,73,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3213,6,1,1,73,74,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3214,12,1,1,75,75,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3215,35,1,1,64,76,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3216,7,1,1,61,77,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3217,36,1,1,81,77,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3219,39,1,1,80,78,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3220,89,1,1,76,78,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3221,5,1,1,66,79,10,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3222,46,1,1,71,78,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3223,19,1,1,75,79,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3224,736,1,1,82,79,11,True,27,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3225,4,1,1,69,79,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3226,1,1,1,73,80,10,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3227,48,1,1,66,80,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3228,14,1,1,57,80,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3229,10,1,1,72,80,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3230,25,1,1,71,81,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3231,43,1,1,70,81,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3232,12,1,1,80,81,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3233,161,1,1,57,82,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3235,1,1,1,69,82,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3236,13,1,1,67,83,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3237,20,1,1,65,84,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3238,67,1,1,68,84,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3239,3,1,1,61,84,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3240,7,1,1,57,84,10,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3241,23,1,1,65,84,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3242,2,1,1,57,84,10,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3243,130,1,1,67,85,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3244,29,1,1,66,85,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3245,354,1,1,55,85,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3248,90,1,1,53,92,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3249,33,1,1,92,13,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3250,2,1,1,87,14,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3251,64,1,1,90,15,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3252,1,1,1,89,15,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3253,262,1,1,85,19,11,False,29,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3255,158,1,1,91,19,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3256,1,1,1,84,20,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3257,27,1,1,87,21,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3258,9,1,1,83,22,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3259,28,1,1,88,23,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3260,13,1,1,81,28,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3261,411,1,1,77,29,11,False,7,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3262,64,1,1,78,29,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3263,15,1,1,80,30,10,True,60,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3264,16,1,1,78,31,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3265,6066,1,1,92,32,13,False,28,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3266,32,1,1,78,33,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3267,363,1,1,92,33,11,True,74,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3268,19,1,1,92,33,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3269,31,1,1,88,33,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3270,5,1,1,91,33,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3271,1,1,1,91,34,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3272,3,1,1,80,34,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3273,12,1,1,77,34,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3274,1,1,1,78,34,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3275,9,1,1,86,35,10,False,33,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3276,35,1,1,78,35,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3277,1,1,1,79,36,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3278,144,1,1,87,36,11,False,31,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3279,72,1,1,83,36,10,False,10,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3280,296,1,1,91,37,10,False,2,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3281,4,1,1,79,37,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3282,54,1,1,93,39,10,False,28,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3283,17,1,1,78,39,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3284,33,1,1,80,40,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3285,23,1,1,84,40,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3286,20,1,1,79,40,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3287,29,1,1,78,40,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3288,92,1,1,86,40,10,True,89,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3289,20,1,1,90,41,10,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3290,119,1,1,103,41,10,False,24,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3291,12,1,1,81,42,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3292,58,1,1,84,42,10,True,45,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3293,40,1,1,97,42,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3294,81,1,1,99,42,10,False,9,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3295,3,1,1,88,42,10,True,100,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3296,207,1,1,86,43,10,True,99,0,True,True,True,inside_mesh
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3297,64,1,1,74,43,10,False,0,1,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3298,9,1,1,70,44,10,False,0,0,False,True,True,surface_shell
Channel 1 mask,Protein 2,Mul(Channel 3 mask)_xMask(Channel 3 mask),3299,41,1,1,80,44,10,False,0,1,False,True,True,surface_shell
